First name,Last name,Highest DOJ title,# years DOJ service,Admins served under
Peter,Gray,Deputy Chief ,9,"Trump, Obama"
Gary,Gray,"Assistant Chief, Appellate Section, Tax Division",15,"Clinton, Bush I, Reagan"
Susan,Gray,Assistant United States Attorney,28,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Thomas,Greaney,"Assistant Chief, Antitrust Division",9,"Bush I, Reagan, Carter"
Carol,Green,Assistant Section Chief,6,"Reagan, Carter"
David,Green,"Principal Deputy Chief, Computer Crime and Intellectual Property Section, Criminal Division",16,"Bush II, Clinton, Bush I, Reagan"
James ,Green,Special Assistant United States Attorney  ,35,"Bush II, Clinton, Bush I, Reagan, Carter, Ford"
Iris McCollum ,Green,Senior Trial Attorney ,11,"Reagan, Carter"
Marc,Greenberg,Assistant United States Attorney,10,"Bush II, Clinton"
Stephen,Greenberg,Executive Assistant United States Attorney,2,Nixon
Stanley,Greenberg,Assistant United States Attorney,3,Nixon
Michael,Greenberger,Principal Deputy Associate Attorney General,2,"Clinton, Nixon"
Cate,Greene,Paralegal Specialist,30,"Bush II, Clinton, Bush I, Reagan, Carter, Ford"
Helaine,Greenfeld,Counselor to the Attorney General,12,"Obama, Clinton"
Lorna,Grenadier,Victim Witness Coordinator,35,"Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Margaret,Griffey,"Chief, Capital Case Unit",14,"Obama, Bush II, Clinton"
Lisa,Griffin,Assistant Counsel DOJ OPR,29,"Obama, Bush II, Clinton, Bush I"
Barry,Grissom,United States Attorney District of Kansas,6,Obama
Monica,Groat,Trial Attorney,3,"Trump, Obama"
James,Gross,Trial Attorney ATD,14,"Clinton, Bush I, Reagan"
Mark,Gross,"Deputy Chief, Appellate Section, Civil Rights Division",44,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
David,Grossman,Assistant Special Agent in Charge—FBI,21,"Clinton, Bush I, Reagan, Carter"
Douglas,Grover,"Deputy Chief, Organized Crime Strike Force, EDNY",10,"Trump, Reagan"
Robert,Grueneberg,Assistant United States Attorney,7,"Reagan, Carter"
Paul,Grussendorf ,Immigration Judge,7,"Bush II, Clinton"
Nicole,Gueron,Assistant United States Attorney,8,"Bush II, Clinton"
Jamie,Guerrette,Assistant United States Attorney ,5,"Trump, Obama, Bush II"
Joseph,Guerrieri,Assistant United States Attorney ,5,"Carter, Ford, Nixon"
Samidh,Guha,Assistant United States Attorney,4,Bush II
Anne,Gulyassy,"Deputy General Counsel, FBI",33,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Vanita,Gupta,Acting Assistant Attorney General,2.5,Obama
William,Gurin,Deputy Chief,16,"Bush II, Clinton, Bush I"
Jimmy,Gurule,Assistant Attorney General ,8,"Bush I, Reagan"
Linda,Gustitus,Trial Attorney,2,Carter
Robert,Guthrie,First Assistant United States Attorney,33,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Anna,Gwinn,"Civil Chief, United States Attorney's Office, EDKY",13,"Obama, Bush II"
David,Haas,Assistant United States Attorney,10,"Obama, Bush II"
Elizabeth,Hack,Special Litigation Counsel,15,"Obama, Clinton, Bush I"
David,Hackney,"Assistant United States Attorney, EDVA",11,"Bush II, Clinton"
William,Hackworth,Trial Attorney,3,"Reagan, Carter"
Marie,Hagen,Senior Trial Counsel,20,"Bush II, Clinton, Bush I, Reagan"
Tracy,Hahn-Burkett,Attorney-Advisor,1,Clinton
Roger,Haines,Assistant United States Attorney,29,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
James,Hair,"Attorney, Civil Division, Appellate Section, DOJ Washington and United States Attorney's Office, District of Arizona",21,"Bush II, Clinton, Bush I, Nixon"
Clark,Hall,"Unit Chief, Organized Crime Section, FBIHQ",17,"Reagan, Carter, Ford, Nixon"
Matthew,Hall,Trial Attorney,2,"Bush II, Clinton"
Judy,Hallford,Management Analyst,36,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Lorraine,Halloway,Trial Attorney,4,"Reagan, Carter"
Jason P.W.,Halperin,"Assistant United States Attorney, SDNY",11,"Obama, Bush II"
Kathleen,Hamann,Trial Attorney,7.5,"Obama, Bush II"
Mervyn,Hamburg,Deputy Chief ,41,"Trump, Bush II, Bush I, Reagan, Carter, Ford, Nixon, Johnson"
Amy,Hamilton,Drug Abuse Program Coordinator,20,"Trump, Obama, Bush II, Clinton"
Robert,Hammel,"Assistant United State Attorney, SDNY",4.5,Reagan
Denise Cafaro,Hammond,Trial Attorney,3,"Reagan, Carter"
Kenneth,Handal,"Assistant United States Attorney, SDNY",5,"Reagan, Carter"
John,Hanify,Assistant United States Attorney,3,Carter
Dennis,Hanna,Special Assistant United States Attorney,12,"Obama, Bush II"
Jeffrey,Hansen,Assistant United States Attorney,8,"Trump, Obama"
John,Hanson,Trial Attorney,6,"Reagan, Carter, Ford, Nixon"
Tom,Hanusik,Assistant Chief,7,"Bush II, Clinton"
Md Ehteshamul ,Haque ,Attorney-Advisor,2,Obama
Sean,Haran,Supervising Assistant United States Attorney,7,"Obama, Bush II"
Mary,Harkenrider,"Counsel to the Assistant Attorney General, Criminal Division",10,"Clinton, Bush I, Reagan"
Michael,Harmonis,Trial Attorney,33,"Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Holly,Harris,Assistant United States Attorney ,4.5,Reagan
Jeffrey,Harris,Deputy Associate Attorney General,7,"Reagan, Carter, Ford, Nixon"
Barbra,Harris,"Assistant United States Attorney 1982-1987, ND IN & WDKY",5,Reagan
Sherri Evans,Harris,Executive Assistant United States Attorney,14,"Bush II, Clinton, Bush I"
Adam,Harris,Trial Attorney,2,"Trump, Obama"
Marc ,Harris ,Assistant United States Attorney,8,"Clinton, Bush I"
Reese ,Harrison ,"Assistant United States Attorney,  Chief of Criminal Section ",9,"Nixon, Johnson"
Gary,Hart,Appellate Attorney,1.5,Johnson
Peter,Harvey,Assistant United States Attorney,3,Reagan
Ann,Harwood,First Assistant United States Attorney,23,"Trump, Obama, Bush II, Clinton"
George ,Hastings ,"Assistant Chief, Claims Court Section, Tax Division, ",11,"Bush I, Reagan, Carter"
Dave,Hattem,Acting Chief Criminal Divison,9,Reagan
Denis,Hauptly,"Deputy Section Chief, Criminal Division",8,"Reagan, Carter, Ford, Nixon"
Eric,Havian,Assistant United States Attorney,7,"Bush I, Reagan"
Robert,Haviland,Assistant United States Attorney-in-Charge,38,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Judith,Hawley,Assistant United States Attorney,4,Carter
Suzanne,Hayden,Senior Trial Attorney,20,"Obama, Bush II, Clinton, Bush I"
Anne,Hayes,"Chief, Appellate Division, United States Attorney's Office, Eastern District of North Carolina",21,"Obama, Bush II, Clinton, Bush I"
Annette L.,Hayes,"United States Attorney, Western District of Washington",22,"Trump, Obama, Bush II, Clinton"
Miriam,Hayward ,Immigration Judge,22,"Trump, Obama, Bush II, Clinton"
Seth,Heald,Trial Section Chief,34,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Nicole,Healy,Trial Attorney,7,"Clinton, Bush I"
Mark,Heaney,"Assistant Chief, Criminal Division, United States Attorney's Office, Central District of California",6,"Carter, Ford, Nixon"
Timothy,Heaphy,"United States Attorney, Western District of Virginia",18,"Obama, Bush II, Clinton"
Bailey,Heaps,Trial Attorney,2,"Trump, Obama"
Janice,Hebert,"Civil Chief, District of Oregon",22,"Trump, Obama, Bush II, Clinton"
Gerry ,Hebert ,"Deputy Chief, Voting Section, Civil Rights Division ",21,"Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Henry,Hecht,"Assistant Special Prosecutor, Watergate Special Prosecution Force",3,"Ford, Nixon"
Brook,Hedge,Branch Director-Fed Procedure -Civil Division,15,"Bush I, Reagan, Carter"
John,Hedland,Trial Attorney,3,Johnson
Brian,Heffernan,"Deputy Chief, Civil Rights Division",35,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Lynn,Helland,Assistant United States Attorney,34,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Mark,Hellerer,"Chief, Major Crimes",9,"Bush I, Reagan"
John,Helms,Assistant United States Attorney ,3,Bush II
Ted,Helwig,"Assistant United States Attorney, Deputy Chief",6,"Bush I, Reagan"
Robert ,Henrich ,Special Agent,17,"Reagan, Carter, Ford, Nixon"
Canella,Henrichs,Assistant United States Attorney,29,"Bush II, Clinton, Bush I, Reagan, Carter"
Angie,Henson,Assistant United States Attorney,26,"Trump, Obama, Bush II, Clinton, Bush I"
Robert,Herbst,"Deputy Chief, Special Prosecutions Division, EDPA",6,"Carter, Ford"
Steven,Herman,Assistant Section Chief,15,"Bush I, Reagan, Carter"
Berta,Hernandez,Trial Attorney,3,"Reagan, Carter"
Fred,Herold,"Assistant United States Attorney, EDPA",4.5,"Bush I, Reagan"
Mark,Hersh,Assistant United States Attorney,9,"Clinton, Bush I"
Loren,Hershey,"Trial Attorney, Antitrust Division; Special Assistant United States Attorney, Alexandria, VA",6,"Reagan, Carter"
Nancy,Hertel,Trial Attorney,5,Reagan
Debra,Herzog,"Chief, Fr. Lauderdale Branch, United States Attorney’s Office, Southern District of Florida",17,"Obama, Bush II, Clinton, Bush I, Reagan"
Frederick,Hess,"Director, Office of Enforcement Operations, Criminal Division",43,"Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon, Johnson"
Judith,Hetherton,"Deputy Chief, Appellate Division, United States Attorney's Office DC; Associate Independent Counsel (Iran/Contra)",14,"Reagan, Carter, Ford, Nixon"
Stephen,Heymann,"Assistant United State Attorney, Deputy Chief Criminal Division",33,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
William,Hibsher,"Assistant United States Attorney, SDNY",5,"Reagan, Carter"
Andrew,Higgins,Assistant United States Attorney ,4,"Carter, Ford"
Philip,Hilder,"Organized Crime Strike Force-DOJ/ Assistant United States Attorney, SDTX",6,"Bush I, Reagan"
Michael,Hill,Trial Attorney,3,"Bush I, Reagan"
Robert,Hines,Trial Attorney,3,Reagan
Robert,Hobbs,"United States Marshal, Supervisory Assistant United States Attorney",20,"Trump, Obama, Bush II, Clinton"
Henry,Hoberman,Assistant United States Attorney for the District of Columbia,3,Bush I
Jean ,Hobler,Senior Litigation Counsel/National Security Coordinator,8,"Obama, Bush II"
Joshua,Hochberg,"Chief, Fraud Section Criminal Division",19,"Obama, Bush II, Clinton, Bush I, Reagan"
Hank,Hockeimer ,Assistant United States Attorney,5,Clinton
Ronald,Hoevet,"Assistant United States Attorney, Oregon/Trial Attorney Main Justice",6,"Reagan, Carter, Ford"
Richard,Hoffman,Assistant United States Attorney (EDNY),5,"Carter, Ford"
Gail,Hoffman,"Director, Office of Public Liaison and Intergovernmental Affairs",2,Clinton
Sydney,Hoffmann,Assistant United States Attorney (D.C.),4,"Clinton, Bush I"
Gerard,Hogan,Special Litigation Counsel,30,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Jayme,Holcomb,Associate Chief Counsel,30,"Trump, Obama, Bush II, Clinton, Bush I"
Teresa,Holland,Trial Attorney,6,"Carter, Ford, Nixon"
Robert,Hollis,"Director, Office of Foreign Litigation",39,"Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford"
Douglas ,Hollmann,Trial Attorney,2,Carter
Patricia Brown ,Holmes ,Assistant United States Attorney,5,"Clinton, Bush I"
Dwight,Holton,United States Attorney for the District of Oregon,15,"Obama, Bush II, Clinton"
Rachel,Homer,Trial Attorney (Civil Appellate),2,Trump
Charles,Honeyman,Immigration Judge,24,"Trump, Obama, Bush II, Clinton"
Elie,Honig,Assistant United States Attorney,8,"Obama, Bush II"
Paul,Honigberg,"Deputy Director, Tobacco LitigationTeam, Torts Branch, Civil Division",14,"Bush II, Clinton, Bush I, Reagan, Carter"
Ralph,Hopkins,Managing Assistant United States Attorney,30,"Trump, Obama, Bush II, Clinton, Bush I"
Stephen,Horn,Civil Chief SDWV,31,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Mirah,Horowitz,Senior Counsel ,1,Obama
Daniel,Houlf,"Trial Attorney, Tax Division",5,"Bush I, Reagan"
Gerald,Houlihan,"Chief Assistant United States Attorney, SDFL, and Senior Litigation Counsel ",13,"Reagan, Carter, Ford, Nixon"
Robert,"Houlihan, Jr.",Assistant United States Attorney,3,Carter
Jonathan,Howden,Regional Coordinator OCDETF,25,"Bush II, Clinton, Bush I, Reagan"
Amy,Howe,Assistant United States Attorney,16.8,"Obama, Bush II, Clinton"
John,Huerta,Deputy Assistant Attorney General for Civil Rights,4,Carter
Carmina,Hughes,"Chief, General Crimes District of Maryland",16,"Bush II, Clinton, Bush I, Reagan"
Christopher,Hunter,"Senior Trial Attorney, Criminal Division, Fraud Section",11,"Trump, Obama, Bush II"
David,Hunter,Trial Attorney,25,"Clinton, Bush I, Reagan, Carter, Ford"
Seth,Hurwitz,"Special Assistant to the Assistant Attorney General, Criminal Division (detailed to White House as Counsel to the President's Intelligence Oversight Board)",3,"Clinton, Bush I"
Peter,Huston,"Assistant Chief, Antitrust Division",5,Obama
Margaret,Hutchinson ,"Chief, Civil Division",30,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
William ,Ibershof,"Chief, Criminal Division ",6,Nixon
David,Iglesias,"United States Attorney, District of New Mexico",6,Bush II
Terry,Ihnat,Senior Analyst,27,"Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Philip,Inglima,Senior Associate Independent Counsel,2,Clinton
Eugene,Ingoglia,Assistant United States Attorney,9,"Obama, Bush II"
Charles,Intriago,Assistant United States Attorney,3,Ford
Zareen,Iqbal,Deputy United States Marshal,4,Bush II
William,Irvin,Trial Attorney,4.5,Reagan
Jeffrey,Isaacs,"Assistant United State Attorney, Deputy Chief Major Frauds Section",15,"Bush II, Clinton, Bush I"
Stuart,Ishimaru,Deputy Assistant Attorney General,6,Clinton
Brad,Jackson,Trial Attorney ,2,Reagan
Ralph,Jacobs,"Assistant United States Attorney, District of New Jersey; Chief of Appeals",8,"Reagan, Carter"
Joanna,Jacobs,"Director, Office of Dispute Resolution",21,"Trump, Obama, Bush I, Reagan"
Lisalyn,Jacobs,"Chief of Staff, Civil Rights Division",5,Clinton
Lowell,Jacobs,Trial Counsel,12,"Reagan, Carter, Ford"
Jon,Jacobs,Trial Attorney,27,"Obama, Bush II, Clinton, Bush I"
Elliott,Jacobson,Senior Litigation Attorney,32,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Charles,Jaffee,Trial Attorney ,6,"Carter, Ford, Nixon"
Sonia,Jaipaul,Executive Assistant United States Attorney ,14,"Clinton, Bush I, Reagan"
Michael,James,"Trial Attorney, Criminal Section, Civil Rights Division",3,"Ford, Nixon"
Norman D.,James,"Assistant United States Attorney, Los Angeles, California",5,"Carter, Ford, Nixon"
Rebecca,Jamil,Immigration Judge,2.5,"Trump, Obama"
Ilene,Jaroslaw,Senior Litigation Counsel,23,"Obama, Bush II, Clinton, Bush I"
Peter,Jarosz,"Criminal Chief, United States Attorney's Office, AZ",27,"Trump, Obama, Bush II, Clinton, Bush I"
Marshall,Jarrett,Director of the Executive Office for United States Attorneys,37,"Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford"
Steven,Jawetz,Trial Attorney,2.5,Reagan
June,Jeffries,Assistant United States Attorney,25,"Bush II, Clinton, Bush I, Reagan"
Janice,Jenkins,Assistant United States Attorney,10,"Clinton, Bush I"
Jeffrica,Jenkins Lee,"Appellate Staff Attorney, Civil Division",30,"Obama, Bush II, Clinton, Bush I, Reagan"
Cary,Jennings,Trial Attorney,5,Reagan
Marcia,Jensen,Assistant United States Attorney,16,"Bush II, Clinton, Bush I"
Richard,Jerome,Deputy Associate Attorney General ,12,"Bush II, Clinton, Bush I"
Doug,Johns,Trial Lawyer,3,Reagan
Ralph,Johnson,"Assistant Director, Torts Branch",8,"Clinton, Bush I, Reagan, Carter"
Mel,Johnson,Senior Litigation Counsel,37,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Jeffrey,Johnson,"Special Attorney, Criminal Division",18,"Bush I, Reagan, Carter, Ford, Nixon"
Brendan,Johnson,"United States Attorney, District of South Dakota",6,Obama
Douglas,Johnson,"Trial Attorney, Antitrust Division ",6,Reagan
Erika,Johnson-Brooks,Assistant United States Attorney ,17,"Obama, Bush II, Clinton"
Susan,Johnston,Assistant United States Attorney,3.5,Reagan
Kent,Jonas,Trial Attorney,2.5,"Ford, Nixon"
Bradley,Jones,Trial Attorney,6,"Trump, Obama"
Valinda,Jones,"Assistant United States Attorney, District of Columbia",27,"Trump, Obama, Bush II, Clinton, Bush I"
Sheila,Jones,"Land and Natural Resources Division, Assistant Chief",6,Reagan
Beryl,Jones-Woodin ,Assistant United States Attorney,4,Reagan
Marcia,Jordan-Burke,"Director, Office of Human Resources, Environment & Natural Resources Division",36,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Stephen,Jory,"United States Attorney, NDWV",11,"Reagan, Carter, Ford, Nixon"
John,Joseph,"Deputy Chief, Affirmative Litigation, EDPA",19,"Bush II, Clinton, Bush I, Reagan"
Mark,Josephs,Assistant Director,16,"Obama, Bush II, Clinton"
Mark,Josephson,"Trial Attorney, Tax Division ",3,"Bush II, Clinton"
Bertha,Josephson ,Assistant United State Attorney,2,Bush I
Kenneth,Jost,"Deputy Director, Consumer Protection Branch, Civil Division",37,"Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford"
Patrick,Joyce,Trial Attorney,3.5,Reagan
William,Joyce,Immigration Judge,30,"Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Peter,Kadzik,Assistant Attorney General Office of Legislative Affairs ,7,"Obama, Carter"
Lauren,Kahn,"Trial Attorney, Criminal Division",7,"Carter, Ford, Nixon"
James,Kainen,Assistant United States Attorney,4,Reagan
John,Kaley,"Assistant United States Attorney, SDNY",8,"Reagan, Carter"
Mark,Kalmansohn,"Assistant United States Attorney, Assistant Division Chief for Trial Training (Central District of California)",6,"Reagan, Carter"
Gerald,Kaminski,Deputy Civil Division Chief,40,"Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Barbara,Kammerman,"Acting Director, Professional Responsibility Advisory Office",26,"Obama, Bush II, Clinton, Bush I, Reagan"
Frances Foltz,Kane,Trial Attorney,17,"Reagan, Ford, Nixon, Johnson"
Deborah,Kant,Deputy Counsel for Dispute Resolution,24,"Bush II, Clinton, Bush I, Reagan"
Eugene,Kaplan,"Senior Litigation Counsel, Deputy Chief, Criminal Division SDNY",10,"Reagan, Carter, Ford"
Donald,Kaplan,"Section Chief, Antitrust Division",15,"Bush I, Reagan, Carter, Ford"
Eric,Kaplan,Senior Trial Attorney,12,"Reagan, Carter, Ford, Nixon"
Kenneth ,Kaplan ,"Chief, Official Corruption Unit, EDNY",5,"Carter, Ford, Nixon"
Michael,Karam,"Senior Trial Attorney, Tax Division (Criminal)",28.5,"Bush II, Clinton, Bush I, Reagan, Carter"
Janice,Karlin,"Supervisory Assistant United States Attorney in Charge of Kansas City, KS United States Attorney's Office",22,"Bush II, Clinton, Bush I, Reagan, Carter"
Sylvia,Kaser,Senior Counsel for Counterterrorism Policy,28,"Trump, Obama, Bush II, Clinton, Bush I"
Jody,Kasten,Assistant United States Attorney,6,"Clinton, Bush I"
Benjamin,Katz,Assistant United States Attorney,6,"Trump, Obama"
Michael ,Katz,Assistant United States Attorney,4,"Ford, Nixon"
David,Katz,Assistant United States Attorney; DOJ Trial Attorney,29,"Obama, Bush II, Clinton, Bush I, Reagan"
Janet,Katz,Trial Attorney,16,"Bush II, Clinton, Bush I, Reagan"
Peter,Katz ,Assistant United States Attorney,9,"Obama, Bush II"
Isabelle,Katz Pinzler,"Acting Assistant Attorney General, Civil Rights Division",4,Clinton
Robert,Katzberg ,Assistant United States Attorney,4,Carter
Robert,Katzenstein,Trial Attorney ,2,"Carter, Ford"
Jenni,Katzman ,Senior Counsel ,3,Obama
Alan,Kaufman,"Chief, Criminal Division, SDNY",10,"Bush II, Clinton, Carter, Ford, Nixon"
Steven,Kazan,"Assistant United States Attorney, NDCA",2.25,Nixon
Michael,Kearns,Section Chief,41,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Thomas,Keary,Trial Attorney,25,"Bush II, Clinton, Bush I"
Wendy,Keats,"Attorney, Appellate Staff, Civil Division ",30,"Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Kathleen,Kedian,"Chief, Counterintelligence and Export Control",13,"Obama, Bush II"
William,Keefer,"Interim United States Attorney, SDFL",23,"Clinton, Bush I, Reagan, Carter, Ford"
Randy,Kehrli,Senior Trial Attorney - Strike Force 18,10,"Bush I, Reagan, Carter"
Gerald,Kell,Senior Trial Counsel,35,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Gail,Kelleher,Trial Attorney,5,Bush I
Douglas,Kelley,Special Assistant United States Attorney ,7,"Reagan, Carter"
David,Kelley,"Senior Trial Attorney, Civil Rights Division",6,"Carter, Ford, Nixon"
Leon,Kellner,United States Attorney for the Southern District of Florida ,6,Reagan
Philip,Kellogg,Assistant United States Attorney for the District of Columbia,4,"Nixon, Johnson"
Paul,Kelly,Assistant United States Attorney,10,"Bush II, Clinton, Bush I"
J Michael,Kelly,Counselor and Chief of Staff to Attorney General Griffin B. Bell,3.5,Carter
Christopher,Kelly,Senior Counsel for Intellectual Property,16,"Bush II, Clinton, Bush I, Reagan"
Agnes,Kempker-Cloyd,Assistant United States Attorney ,36,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Jeanne,Kempthorne,"Chief, Public Corruption Unit",11,"Bush II, Clinton"
Richard,Kendall,Assistant United States Attorney ,5,"Reagan, Carter"
Molly,Kendall Clark,"Board Member, Board of Immigration Appeals",36,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Robert,Kengle,"Deputy Chief, Voting Section, Civil Rights Division",20,"Bush II, Clinton, Bush I, Reagan"
Bingham,Kennedy,Trial Attorney and Special Assistant United States Attorney,6,"Reagan, Carter, Ford"
Patricia,Kenney,Assistant United States Attorney,35,"Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford"
Robert,Kent,"Chief, Complex Fraud Section, USAO NDIL",17,"Bush II, Clinton, Bush I"
Jeffrey,Kent ,Assistant United States Attorney,22,"Obama, Bush II, Clinton, Bush I, Reagan"
John,Kern,Assistant United States Attorney,3,Bush I
Lisa,Kern Griffin,Assistant United States Attorney,5,"Bush II, Clinton"
Christopher,Kerosky,"Trial Attorney, Federal Programs Branch, Civil Division",2,Reagan
Kenny,Kessler,Trial Attorney,20,"Trump, Obama, Bush II, Clinton"
Tamara,Kessler,"Chief, Civil Rights Division",25,"Trump, Obama, Bush II, Clinton, Bush I"
David,Kettel,Assistant United States Attorney,6,Bush II
Joseph,Khan,Assistant United States Attorney,10,"Obama, Bush II"
George,Kielman,Senior Trial Attorney,5,"Bush I, Reagan"
Maureen,Killion,Office Director ,29,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Robert,Kimball,Assistant United States Attorney,22,"Obama, Bush II, Clinton"
Sharon,Kimball,"Associate Director, Organized Crime Drug Enforcement Task Forces",29,"Trump, Obama, Bush II, Clinton, Bush I"
William,Kimball,Assistant United States Attorney,5,Bush II
Loretta,King,"Deputy Assistant Attorney General, Civil Rights Division",32.5,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Katherine ,King,Deputy Chief - Violent Crime,7,"Trump, Obama"
Susan,King,"Trial Attorney, Criminal Section, Civil Rights Division ",8,"Reagan, Carter"
Gregory J.,King ,"Director of Special Projects, Office of Public Affairs",4,Clinton
David,Kinley,"Executive Assistant, Civil Division",2,Nixon
Donald,Kinsella,"Criminal Chief, NDNY",14,"Bush II, Clinton, Bush I, Reagan, Carter"
Michael,Kirkpatrick,Senior Trial Attorney,8,"Bush II, Clinton"
Seth,Kirschenbaum,Assistant United States Attorney,6,"Reagan, Carter"
Barbara ,Kittay ,Senior Litigation Counsel,20,"Bush II, Clinton, Bush I"
Bonnie,Klapper,Assistant United States Attorney ,25,"Obama, Bush II, Clinton, Bush I"
Peter ,Klarfeld,"Attorney Advisor, Office of Legal Counsel",2,Ford
Donald,Klawiter,"Section Chief, Antitrust Division",10,"Reagan, Carter, Ford"
Matthew,Klecka,Trial Attorney ,10,"Trump, Obama, Bush II"
Joshua,Klein,Assistant United States Attorney ,7,"Obama, Bush II"
Andrew,Kline,Special Litigation Counsel ,14,"Obama, Bush II, Clinton"
Andrew,Klingenstein,Assistant United States Attorney,3,Bush I
Robert,Klonoff,Assistant to the Solicitor General,5,Reagan
Robert,Klotz,"Senior Attorney, Environmental Enforcement Section, Environmental & Natural Resources Division",29,"Trump, Obama, Bush II, Clinton, Bush I"
LeDora,Knight,Assistant United States Attorney,13,"Bush II, Clinton"
Elizabeth,Knupp,Supervisor of Research Analysts ,5,"Nixon, Johnson"
Harold Hongju,Koh,"Attorney-Advisor, Office of Legal Counsel",2,Reagan
Christine,Kohl,Appellate Attorney,23,"Obama, Bush II, Clinton, Bush I"
George,Kokus,"Deputy Chief Crimnal Division, United States Attorney's Office, SDFL",4,Nixon
John,Kolar,Senior Trial Counsel,41,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford"
David,Kolker,Trial Attorney,3,Reagan
Mark,Kolman,"Chief, Criminal Division, United States Attorney's Office for the District of Maryland",5,"Reagan, Carter"
Constance,Komoroski,Assistant United States Attorney,16,"Bush II, Clinton, Bush I"
Donna,Kooperstein,"Chief, Antitrust Division",31,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Glen,Kopp,Assistant United States Attorney,5,"Obama, Bush II"
Laurie,Korenbaum ,"Chief, Violent and Organized Crime Unit, SDNY",20,"Trump, Obama, Bush II, Clinton"
Cynthia,Kouril,"Special Assistant United States Attorney, SDNY",3,"Bush I, Reagan"
James,Kovakas,"Attorney In Charge FOI/PA Unit, Civil Division",33,"Obama, Bush II, Clinton, Bush I, Reagan"
Steven,Kowal,"Trial Attorney, Antitrust Division",8,"Reagan, Carter, Ford, Nixon"
Melvin,Kracov,"Executive Assistant, District of New Jersey",28,"Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford"
John,Kraemer,Executive Assistant United States Attorney,35,"Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Douglas,Kramer,Assistant United States Attorney,5,"Ford, Nixon"
James,Kramon,Assistant United States Attorney for the District of Maryland,6.5,"Ford, Nixon"
Larry,Krantz,Assistant United State Attorney,6,"Bush I, Reagan"
Ronald,Kravitz,Attorney-Advisor,1.5,Reagan
Miriam,Krinsky,"Chief, Criminal Appeals, United States Attorney's Office (Central District of CA)",15,"Bush II, Clinton, Bush I, Reagan"
Richard,Krips,"Staff Director, JMD; Criminal Division Attorney",32,"Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Amy,Krupsky,"Attorney-Advisor, Office of Information & Privacy",3,Reagan
Carolyn,Kubota,"Assistant United States Attorney, Deputy Chief Major Frauds Section CD CA",12,"Clinton, Bush I, Reagan"
Bruce,Kuhlik,Assistant to the Solicitor General,2,Reagan
Larry,Kupers,Acting Pardon Attorney,5,"Trump, Obama"
Amy,Kurren,Deputy Associate Attorney General,6,Obama
Stephen,Kurzman,"Assistant United States Attorney, SDNY",3,"Kennedy, Eisenhower"
Robert,Kurzweil,"Assistant-in-Charge, Camden, NJ United States Attorney's Office",18,"Bush II, Reagan, Carter, Ford"
Nicole ,LaBarbera,"Deputy Chief, Criminal Division, United States Attorney’s Office for the Southern District of New York",11,"Bush II, Clinton"
Andrew,Lachow,"Assistant United States Attorney, SDNY",9,"Clinton, Bush I"
