First name,Last name,Highest DOJ title,# years DOJ service,Admins served under
James,McDonald,Assistant United States Attorney,2,Carter
Joel,McElvain,Assistant Branch Director,21,"Trump, Obama, Bush II, Clinton"
Scott,McGee,Assistant United States Attorney,4,"Reagan, Carter"
Mary Beth,McGee,"Counsel to the Director of Civil Enforcement, Antitrust Division",37,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
James,McGinnis,"Assistant United States Attorney, CD Cal",4,Reagan
Glen,McGorty,Assistant United States Attorney/Senior Trial Counsel,15,"Obama, Bush II, Clinton"
Sharon,McGowan,"Principal Deputy Chief, Appellate Section, Civil RIghts Division",6,"Trump, Obama"
Hope P.,McGowan,"Senior Attorney-Advisor, Office of the Pardon Attorney",24,"Obama, Bush II, Clinton, Bush I"
Patrick,McInerney,Assistant United States Attorney,5,Clinton
John,McKay,Assistant United States Attorney,7,"Bush II, Bush I"
Sarah,McKee,"General Counsel, Interpol U.S. National Central Bureau",11,"Clinton, Bush I, Reagan"
Mary,McLaren,Assistant United States Attorney,36,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Patrick,McLaughlin,Assistant United States Attorney,21,"Obama, Bush II, Clinton, Bush I"
Lisa,McLish,Trial Attorney,15,"Bush II, Clinton"
Nancy,McMillen,Trial Attorney,36,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Michael,McNeely,Trial Attorney,12,"Reagan, Carter, Ford"
Ron,McNeil,"Senior Litigation Counsel, NDDS, Criminal Division, Washington, DC",19,"Obama, Bush II, Clinton, Bush I"
Thomas K.,McQueen,"N.D. Il, Deputy Chief, Criminal Division",5,"Carter, Ford, Nixon"
Joseph,McSorley,Chief Assistant United States Attorney,17,"Reagan, Carter, Ford, Nixon"
Richard  J,Medalie,Assistant to the Solicitor General,3,Kennedy
Christine,Meding,Assistant United States Attorney,4.5,Bush II
Patricia,Mellon,Trial Attorney,4,Reagan
Thomas,Melsheimer,Assistant United States Attorney,3,"Clinton, Bush I"
Scott,Mendeloff,Special Attorney to the United States Attorney General,11,"Clinton, Bush I, Reagan"
Gabriel,Mendlow,Special Assistant United States Attorney,3,Obama
Pamela,Merchant,Senior Trial Attorney,8,"Clinton, Bush I"
Richard,Mescon,Assistant United States Attorney SDNY,5.5,"Reagan, Carter"
Daniel,Metcalfe,"Director, Office of Information and Privacy, ES-5",30,"Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
John,Meyer,Assistant United States Attorney,6,"Ford, Nixon"
Richard,Mezan,Special Trial.Attorney,3,"Nixon, Johnson"
Celeste,Miller,Assistant United States Attorney,24.5,"Obama, Bush II, Clinton, Bush I, Reagan"
Joshua,Miller,Staff Operations Specialist,6,"Trump, Obama"
Edward,Miller,Senior Trial Attorney,8,"Clinton, Bush I"
Matthew,Miller,"Director, Office of Public Affairs",3,Obama
Winston,Miller,Trial Attorney,5,Ford
Tamara,Miller,Deputy Chief,7,"Clinton, Bush I"
James,Miskiewicz,"Deputy Chief, Long Island Criminal Division, EDNY",25,"Obama, Bush II, Clinton, Bush I"
Stacey,Mitchell,"Chief - Environmental Crimes Section, ENRD",16,"Obama, Bush II, Clinton"
Gregory,Moffatt,"Deputy Chief, Anti-terrorism and National Security Section, D. Mass.",7,"Bush II, Clinton"
Josh,Mogil,Special Assistant to the Deputy Attorney General,2,Obama
Tiffany,Moller ,"Assistant United States Attorney, SDNY",5,Bush II
MJ,Moltenbrey ,"Director, Civil Enforcement",17,"Bush II, Clinton, Bush I, Reagan"
Thomas,Monaghan,"United States Attorney, Nebraska",8,Clinton
Becky,Monroe,"Acting Director, Community Relations Service",9,"Obama, Clinton"
Peter,Monson,"Assistant Chief, Indian Resources Section, ENRD",32,"Obama, Bush II, Clinton, Bush I, Reagan"
James,Montana,"Assistant US Attorney, Chief, Criminal Receiving and  Appelate Section, US Attorney's Office, Northern District of Illinois",4,"Ford, Nixon"
John,Moore,"Assistant United States Attorney, Civil Chief Southern Distict of Illinois",18,"Obama, Bush II, Clinton"
Julian,Moore,Assistant United States Attorney ,7.5,"Obama, Bush II"
Craig,Moore,United States Attorney,25,"Obama, Bush II, Clinton, Bush I, Reagan"
Molly,Moran,"Deputy Chief of Staff & Counselor to Attorney General Eric Holder, Jr.",7,Obama
Ignacia S.,Moreno,"Assistant Attorney General, Environment and Natural Resources Division",11,"Obama, Clinton"
Blondell ,Morey ,First Assistant ED Michigan,34,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
James,Moroney,"Chief, National Security Unit, USAO N.D. Ohio",30,"Obama, Bush II, Clinton, Bush I, Reagan"
Peter,Morris,Assistant United States Attorney,4,Bush I
Jane,Moscowitz,Senior Litigation Counsel,9,"Reagan, Carter"
Norman ,Moscowitz,Senior Litigation Counsel,14,"Clinton, Bush I, Reagan, Carter"
Jenny,Mosier,Deputy Chief of Staff and Counselor to the Attorney General,5,Obama
Jonathan ,Mothner,Assistant United States Attorney,3,Clinton
David,Muchow,"Special Asst. to Asst. Atty. Gen., Criminal Div.",3,"Ford, Nixon"
Jon,Mueller,Senior Attorney ,17,"Bush II, Clinton, Bush I, Reagan"
Kristin,Muenzen ,Trial Attorney ,11,"Trump, Obama, Bush II"
Dana,Mulhauser,Trial Attorney,12,"Trump, Obama, Bush II"
Michael,Mulroney,Attorney,4,Kennedy
Steve,Mulroy,Trial Attorney ,9,"Clinton, Bush I"
Dennis,Mulshine,Special Assistant U.S. Attorney,16,"Bush II, Clinton, Bush I, Reagan"
Charles,Murdter,Trial Attorney,6,"Clinton, Bush I"
Ross,Nadel,"Chief of the Criminal Division, U.S. Attorney's Office, Northern District of California",26,"Bush II, Clinton, Bush I, Reagan, Carter"
Janet,Nahirny,Prosecutor Attorney ,3,Bush II
Irvin,Nathan,Principal Associate Deputy Attorney General,5,"Clinton, Carter"
Stephen,Nelson,Chief Criminal Division,25,"Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Richard,Nelson,Assistant United States Attorney,5,Clinton
Patrick,Nemeroff,Trial Attorney,9,"Trump, Obama"
Robert,Nesler,Assistant United States Attorney,31,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Bill,Nettles,United States Attorney District of South Carolina  ,6,Obama
Erica,Newland,Attorney-Adviser,2,"Trump, Obama"
Melanie,Newman,Director of Public Affairs,1.5,Obama
Becca,Niburg,Trial Attorney,2,Bush II
Rosemary,Nidiry,Assistant United States Attorney,15,"Obama, Bush II, Clinton"
George,Niespolo,"Assistant United States Attorney, NDCA",6,Reagan
Alan,Nisselson,Assistant United States Attorney,10,"Reagan, Carter"
Robert,Nolan,"Assistant United States Attorney, Middle District of Pennsylvania",7.25,"Reagan, Carter"
Joel,Nomkin,Trial Attorney,5,Reagan
Denise,Noonan Slavin,Immigration Judge,32,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Matt,Nosanchuk,Senior Counselor to the Assistant Attorney General,6,"Obama, Clinton, Bush I"
Cheryl,O'Connor,"Deputy Chief, Public Corruption and Civil Rights",16,"Obama, Bush II, Clinton"
Janice Griffin,O'Reilly,"Trial Attorney and Special Attorney, Honor Law Graduate Program",3,Reagan
Allen,O'Rourke,Assistant United States Attorney,6,Obama
Steven,O’Connor,"Assistant United States Attorney, WDWI",20,"Obama, Bush II, Clinton, Bush I"
James L.,Oakar,Assistant United States Attorney,3,Johnson
Charles,Oberly,"United States Attorney, District of Delaware ",6,Obama
Kathryn,Oberly,Assistant to the Solicitor General ,12,"Reagan, Carter, Ford"
Denise,ODonnell,"Director, Bureau of Justice Assistance; US Attorney, WDNY",21,"Obama, Clinton, Bush I, Reagan"
Jonathan,Olin,Deputy Assistant Attorney General,6,Obama
Judith,Olingy,Trial Attorney,4,Reagan
Matthew,Olsen,Deputy Assistant Attorney General,18,"Obama, Bush II, Clinton"
Kris,Olson,United States Attorney for the District of Oregon,18,"Clinton, Reagan, Carter, Ford, Nixon"
Wendy,Olson,"United States Attorney, District of Idaho",24.5,"Trump, Obama, Bush II, Clinton, Bush I"
Stewart,Oneglia,Chief Coordinations and Review,18,"Clinton, Bush I, Reagan, Carter"
Karen,ONeill,"Deputy Executive Assistant United States Attorney, US Attorneys' Office for D.C.",7,"Reagan, Carter"
Robert F.,ONeill,Assistant United States Attorney,9,"Reagan, Carter"
Ira,Oring,Assistant United States Attorney,10,"Clinton, Bush I"
Mark,Osler,Assistant United States Attorney,5,Clinton
William J.,Otteson,Assistant United States Attorney,8,"Obama, Bush II"
Lauren,Ouziel,Assistant United States Attorney,8,"Obama, Bush II"
Spencer,Overton,Principal Deputy Assistant Attorney General,1.5,Obama
Richard,Owens,"Associate Director, Office of International Affairs, Criminal Division",36,"Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Robert,Palmer,Assistant Special Prosecutor,2,"Ford, Nixon"
Lynn,Panagakos,"Trial Attorney, OCRS",13,"Bush II, Clinton, Bush I"
Susan,Park,"Trial Attorney, Public Integrity Section, Criminal Division",18,"Bush II, Clinton, Bush I, Reagan"
Marietta,Parker,"Interim United States Attorney, WDMO & DKs",22,"Obama, Bush II, Clinton, Bush I"
Kristy,Parker,"Deputy Chief, Criminal Section, Civil Rights Division",19,"Trump, Obama, Bush II, Clinton"
Wilmer ,Parker,"Chief, Drug Division, USAO ND Ga — Assistant United States Attorney ",19,"Clinton, Bush I, Reagan, Carter"
Donna,Patterson,"Deputy Assistant Attorney General, Antitrust Division",4,Clinton
Larry,Patton,Sr. Trial Attorney,8,"Reagan, Carter, Ford, Nixon"
Larry,Patton,United States Attorney Western District of Oklahoma,3.5,Carter
David,Payne,Assistant United States Attorney,3,Bush I
Charles,Pazar,Immigration Judge,37,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Howard,Pearl,"United States Attorney's Office, Chicago Supervisor",7.5,Reagan
Stuart,Peim,"Chief of Criminal Division, DNJ",7,Reagan
Paul,Pelletier,"Chief, Fraud Section, Criminal Division",27,"Obama, Bush II, Clinton, Bush I, Reagan"
Linda,Pence,Trial Attorney,9,"Reagan, Carter"
Robert,Pennoyer,Assistant United States Attorney,5,Eisenhower
Hector,Perez,Assistant United States Attorney,4,Carter
Martin,Perschetz,"Chief, Major Crimes Unit, SDNY",5.5,"Reagan, Carter"
Stephen,Pershing,Senior Trial Attorney,9,"Bush II, Clinton"
Timothy,Persons,Senior Attoreny-Advisor,7,"Obama, Bush II"
James,Peters,Assistant United States Attorney,25,"Obama, Bush II, Clinton, Bush I"
Kristan,Peters-Hamlin,Assistant United States Attorney,6,"Clinton, Bush I"
Elizabeth ,Peterson ,"Attorney, ENRD Appellate Section",35,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Ben,Petok,"Director of Communications, USAO-MN",3,"Trump, Obama"
Nathan,Petterson,Deputy Chief,29,"Trump, Obama, Bush II, Clinton, Bush I"
Nicholas,Phillips,Assistant United States Attorney ,5,Reagan
Pamela,Phillips,Assistant United States Attorney,1.5,Carter
Channing,Phillips ,United States Attorney for the District of Columbia ,27,"Trump, Obama, Bush II, Clinton, Bush I"
Tamra,Phipps,"Assistant United States Attorney, Chief, Appellate Division, USAO, MDFL",28,"Obama, Bush II, Clinton, Bush I, Reagan"
Stephen,Pickard,Assistant United States Attorney,5,"Ford, Nixon"
Harold,Pickerstein,"Chief Assistant United States Attorney, D.Ct ",16,"Bush I, Reagan, Carter, Ford, Nixon"
Justin,Pidot,Trial Attorney ,3,"Obama, Bush II"
S.E.,Pietrafesa,Trial Attorney,22,"Obama, Bush II, Clinton"
Brad,Pigott,United States Attorney,6,Clinton
Michael,Pinnisi,Assistant United States Attorney,5,"Bush I, Reagan"
Veronica,Platt Longstreth,"Trial Attorney, Civil Division, Torts Branch",3.5,Reagan
Anna,Pletcher,Assistant Chief,10,"Obama, Bush II"
James,Ponsoldt,Senior Trial Attorney ,3.3,"Carter, Ford"
Amy,Pope,"Deputy Chief of Staff and Counselor to the Assistant Attorney General, Criminal Division",10,"Obama, Bush II, Clinton"
Allison,Porter,Trial Attorney,3,Carter
Mark,Posner,Special Section 5 Counsel,23,"Bush II, Clinton, Bush I, Reagan, Carter"
Ethan,Posner,Deputy Associate Attorney General,2,Clinton
Mary,Pougiales,Assistant United States Attorney,17,"Clinton, Bush I, Reagan"
Robert,Power,Trial Attorney,5,"Carter, Ford, Nixon"
Allison,Price,"Senior Spokesperson, OPA",3,Obama
Caryl,Privett,United States Attorney,22,"Clinton, Bush I, Reagan, Carter, Ford"
Raphael,Prober,Associate Deputy Attorney General ,2,Obama
Bonnie,Prober,Trial Attorney,4,Obama
Melanie,Proctor,Assistant United States Attorney,14,"Trump, Obama, Bush II"
George,Proctor,United States Attorney,18,"Bush II, Clinton, Bush I, Reagan, Carter"
Jacek,Pruski,Trial Attorney,4,Obama
Dan,Purdom,Assistant United States Attorney,6,"Reagan, Carter"
Tim,Purdon,"United States Attorney, North Dakota",5,Obama
Judith,Rabinowitz,"Assistant Director, Civil Division",38.5,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Robert,Radick,Deputy Chief of Public Integrity and Chief of Health Care Fraud Prosecutions,6,"Obama, Bush II"
Jodi,Rafkin,"Assistant United States Attorney ED California, VAWA Coordinator, Intl & Nat Security Coordinator",12,"Clinton, Bush I"
Laura ,Ramirez ,Immigration Judge ,21,"Trump, Obama, Bush II, Clinton"
Kurt,Ramlo,Assistant United States Attorney,6,"Clinton, Bush I"
Stephen,Ramsey,Chief Environmental Enforcement Section,8,"Reagan, Carter"
Carla,Raney,"Associate Director, OEO, Criminal Division",27,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Katherine,Ransel,"Recipient of the John Marshall Award, Trial Attorney",6.5,"Reagan, Carter, Ford"
John,Ransom,Assistant United States Attorney,7,"Ford, Nixon"
Arun,Rao,"Chief, Southern Division, United States Attorney's Office for the District of Maryland",10,"Trump, Obama, Bush II"
Ann,Ravel,Deputy Assistant Attorney General,2,Obama
Scott,Ray,"Deputy Chief, Major Crimes",25,"Obama, Bush II, Clinton, Bush I, Reagan"
Frances,Reddis,Assistant United States Attorney,27,"Obama, Bush II, Clinton, Bush I"
Ann,Reed,Attorney-Advisor (OLC),5,Clinton
Kenneth,Reich,"Assistant Chief, Environmental E forcement Section, f/k/a Land and National Resources Division",7,"Reagan, Carter"
Emily ,Reisbaum,Assistant United States Attorney,4,Bush II
Paul,Renne,"Assistant United States Attorney, District of Columbia",3,"Johnson, Kennedy"
Bruce,Repetto,Senior Litigation Counsel,37,"Bush II, Clinton, Bush I, Reagan, Carter"
David,Resnicoff,Assistant United States Attorney,8,"Bush II, Clinton"
Don,Resnikoff,"Staff Attorney, Antitrust Dvision",20,"Obama, Bush II, Clinton, Bush I"
James,Reynolds,"Chief, Terrorism and Violent Crime Section",38,"Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon, Johnson"
Joseph ,Rich,"Chief, Voting Section, Civil Rights Division ",37,"Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon, Johnson"
Betty,Richardson,United States Attorney for the District of Idaho,8,"Obama, Clinton"
Peter,Rient,Actin Deputy Assistant Attorney General,18,"Reagan, Carter, Ford, Nixon"
Lori,Rifkin,Senior Trial Attorney,3,Obama
Patricia,Riley,Special Counsel to the US Attorney for DC,33.5,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Roland,Riopelle,"Assistant United States Attorney, Southern District of New York",6,Clinton
Richard,Ritter,Special Litigation Counsel,24,"Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Lawrence,Robbins,Assistant United States Attorney,7,"Bush I, Reagan"
E. Thomas,Roberts,"Chief, Narcotics Division, USAO-Maryland",40,"Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford"
Riley,Roberts,Chief Speechwriter to the Attorney General,4,Obama
Darwin,Roberts,Assistant United States Attorney,8,"Obama, Bush II"
Nina,Robertson,Attorney ,3,Obama
Laurie,Robinson,Assistant Attorney General ,10,"Obama, Clinton"
Stewart,Robinson,"Principal Deputy Director, Office of International Affairs",28,"Obama, Bush II, Clinton, Bush I, Reagan"
John,Robinson,"Assistant United States Attorney, Senior Litigation Counsel",23,"Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Michael,Robinson,"Senior Counsel, Civil Appellate Staff",36,"Obama, Bush II, Clinton, Bush I, Reagan"
Mimi,Rocah,"Chief White Plains Division, SDNY",16.5,"Trump, Obama, Bush II, Clinton"
Thomas,Roche,Associate United States Attorney,16,"Clinton, Bush I, Reagan, Carter"
William,Roche,Supervisory Special Agent-DEA,22,"Obama, Bush II, Clinton"
Jennifer,Rodgers,Assistant United States Attorney,13,"Obama, Bush II, Clinton"
David,Rody,Assistant United States Attorney,12.5,"Obama, Bush II, Clinton"
Susan,Roe,Assistant United States Attorney,28,"Obama, Bush II, Clinton, Bush I"
Martha,Rogers,Assistant United States Attorney,10,"Bush I, Reagan, Carter"
Barbara ,Rogers,"Senior Attorney, Environment Division",8,"Clinton, Bush I, Reagan"
Eloise,Rosas,"District Counsel, DOJ/INS Arlington, Va.",24,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Robert,Rose,Special Assistant United States Attorney,5,"Reagan, Carter, Ford"
Robert,Rose,"Assistant United States Attorney, Chief of Criminal Division",12,"Reagan, Carter, Ford"
Marc,Rosenbaum,"Assistant United States Attorney, SDNY",4,Reagan
John,Rosenberg,Section Chief,7,"Nixon, Johnson, Kennedy"
Lory,Rosenberg ,"Member, Board of Immigration Appeals",7,"Bush II, Clinton"
Joel,Rosenthal,Senior Litigation Counsel,8,"Reagan, Carter, Ford, Nixon"
Adam,Rosman,Assistant United States Attorney,6,"Clinton, Bush I"
Lawrence,Ross,Trial Attorney,10,"Nixon, Johnson"
Susan,Ross,"Special Litigation Counsel, Civil Rights Division",3,"Reagan, Carter"
Margery,Ross,Research Analyst,4,"Nixon, Johnson"
Gene,Rossi,Supervisory Assistant United States Attorney,27,"Obama, Bush II, Clinton, Bush I"
Frank,Rothermel ,Fraud Prosecutor—Main Justice,3,"Bush I, Reagan"
Amy,Rothstein,Assistant United States Attorney,4.5,Reagan
Ann,Rowland,"Deputy Criminal Chief, Northern District of Ohio",38,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Soledad,Roybal,Assistant to OPA Director,1,Clinton
Alan,Rubin,Assistant United States Attorney,7,"Reagan, Carter"
Lee,Rubin,"Trial Attorney, Civil Rights Division/Assistant U.S Attorney",8,"Clinton, Bush I"
Tom,Rubin,Assistant United States Attorney,4,Clinton
Charles,Ruffner,"Trial Attorney, Tax Division",4,Johnson
Joshua,Russ,Civil Chief,4.5,"Trump, Obama"
Donald,Russell,"Section Chief, Antitrust Division",21,"Bush II, Clinton, Bush I, Reagan, Carter"
Ronald G. ,Russo,"Chief, Official Corruption/Special Prosecution Section",4,Carter
William,Sabol,"Director, Bureau of Justice Statistics",8,"Obama, Bush II"
Ronald,Safer,Criminal Chief ,10,"Clinton, Bush I"
Peter,Salerno,Assistant United States Attorney,14,"Reagan, Carter, Ford, Nixon"
Sasha ,Samberg-Champion,"Senior Attorney, Appellate Section, Civil Rights Division",4,Obama
Randall,Samborn,Assistant United States Attorney,20,"Obama, Bush II, Clinton"
Kathleen,Sample,Assistant United States Attorney,3,Obama
Stephen,Samuels,Assistant Section Chief,31,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Harry,Sandick,Assistant United States Attorney,6,Bush II
Leonard,Sands,Trial Attorney - Criminal Division,8,"Reagan, Carter, Ford, Nixon"
Betty,Santangelo,Assistant United States Attorney,6,"Reagan, Carter, Ford"
Daniella,Sapriel,Trial Attorney,4,"Carter, Ford"
Joseph F.,Savage,Chief of Special Prosecution ,13,"Clinton, Bush I, Reagan"
Ephraim,Savitt,"Assistant United States Attorney, Eastern District of New York",8,Reagan
Michael,Scadron,Senior Trial Counsel,30,"Bush II, Clinton, Bush I, Carter, Ford, Nixon"
Terri,Scadron,Assistant Director,25,"Trump, Obama, Bush II, Clinton"
Gregory,Scandaglia,Trial Attorney,6,Reagan
Edward,Scarvalone,"Chief, Environmental Protection Unit (USAO-SDNY)",15,"Bush II, Clinton, Bush I"
Peter,Schenck,"First Assistant United States Attorney, EDPA",33,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter"
James,Schermerhorn,Supervisory Trial Attorney ,24,"Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Lois,Schiffer,Assistant Attorney General for the Environmental and Natural Resources Division,14,"Clinton, Reagan, Carter"
Katherine,Schlech,Assistant Chief,34,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Tracy,Schmaler,"Director, Office of Public Affairs ",4,Obama
Deborah ,Schmall,Trial Attorney,3,"Reagan, Carter"
Paul,Schmidt,"Chairman, Board of Immigration Appeals",35,"Obama, Bush II, Clinton, Reagan, Carter, Ford, Nixon"
Leida,Schoggen,Assistant United States Attorney ND CA,13,"Bush I, Reagan, Carter, Ford, Nixon"
Sandra,Schraibman,"Assistant Director, Federal Programs Branch,Civil Division",36,"Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford"
Stephen,Schroeder,Senior Litigation Counsel,30,"Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Victoria,Schultz,Deputy Assistant Attorney General,3.5,Obama
Robert S.,Schwartz,Trial Attorney,4,"Carter, Ford"
Douglas,Schwartz,Assistant United States Attorney,5,"Reagan, Carter"
Melissa,Schwartz,Senior Public Affairs Officer ,1,Obama
Wendy,Schwartz,"Deputy Chief, Civil Division, SDNY",8,"Bush II, Clinton"
Tina,Sciocchetti ,Assistant United States Attorney,17.5,"Obama, Bush II, Clinton"
A. Hugh,Scott,"Assistant United States Attorney, D. Mass.",5,"Reagan, Carter"
Zaldwaynaka ,Scott,Chief of General Crimes Section/Asst. US Attorney ,16,"Bush II, Clinton, Bush I, Reagan"
William Richard,Scruggs ,"Counsel for Intelligent Policy/ Senior Litigation Counsel , USAO , SDFL",20,"Clinton, Bush I, Reagan, Carter"
Daniel,Searing,Attorney,29,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Malcolm,Segal,First Assistant United States Attorney ,9,"Carter, Ford, Nixon"
David,Seide,Assistant United States Attorney,11,"Bush II, Clinton, Bush I"
Ricki,Seidman,Deputy Associate Attorney General,2,Clinton
Thomas,Seigel,"Chief, Organized Crime & Racketeering, EDNY",8,"Bush II, Clinton"
Perry,Sekus,Civil Chief,13,"Bush II, Clinton"
Steven,Semeraro,Trial Attorney,5,Clinton
Robert,Semmer,"Chief, Criminal Division, US Attorney’s Office, Northern District of Illinois",11,"Carter, Ford, Nixon"
Jill,Semmerling,Special Agent,15,"Obama, Bush II, Clinton, Bush I"
Randal,Sengel,Assistant United States Attorney,18,"Obama, Bush II, Clinton"
Linda,Severin ,"Deputy Chief, Appeals - SDNY",8,"Bush I, Reagan"
Nitin,Shah,"Chief of Staff, Civil Division",9,"Trump, Obama, Bush II"
William,Shaheen,"United States Attorney, NH",4,Carter
Thomas,Shakeshaft,Assistant United States Attorney - N.D. Ill.,11,"Trump, Obama, Bush II"
Peter,Shane,"Attorney-Advisor, OLC",3,"Reagan, Carter"
John,Shannonhouse,"Program Analyst and Security Officer, ICITAP, USDOJ Criminal Division",33,"Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Harriet,Shapiro,Assistant to the Solicitor General,42,"Bush II, Clinton, Bush I"
Gary,Shapiro,Interim United States Attorney,42,"Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Henry (Hank),Shea,"Assistant United States Attorney, Chief, White Collar Crime Section (D. MN)",20,"Bush II, Clinton, Bush I, Reagan"
Deborah,Shefler,Assistant United States Attorney,11,"Reagan, Carter, Ford, Nixon"
Stephen ,Shefler ,Chief Assistant United States Attorney,21,"Bush II, Clinton, Bush I, Reagan, Carter"
Vivian,Shevitz,"Assistant United States Attorney, Chief of Appeals",4,"Reagan, Carter"
Anne,Shields,Section Chief,14,"Clinton, Bush I, Reagan, Carter"
Richard,Shiffrin,Deputy Assistant Attorney General,4.5,Clinton
David,Shilton,Senior Litigation Counsel,38,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Karen,Shinskie,Assistant United States Attorney ,12,"Obama, Bush II"
Madeleine,Shirley,Assistant United States Attorney,35,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
William,Shockley,Assistant United States Attorney,25,"Bush II, Clinton, Bush I, Reagan"
Janna,Sidley,"Deputy, Violence Against Woman Office, Assistant United States Attorney, Central District CA",5,"Bush II, Clinton"
Scott,Siff,Counsel to the Assistant Attorney General,7,"Clinton, Bush I"
Steven,Siger,"Chief of Staff, Office of Legal Policy",4,Obama
Richard,Signorelli,Assistant United States Attorney SDNY,4,Bush I
Jessica,Silver,Principal Deputy Chief,37,"Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford"
Ronald,Silver,"Chief, Civil Division, District of Oregon",33,"Obama, Bush II, Clinton, Bush I, Reagan"
Larry,Silverman,"Chief, Criminal Division EDNY",7,"Reagan, Carter, Ford, Nixon"
Ronald ,Sim,United States Attorney Western District of Washington ,8,"Carter, Ford, Nixon"
Samuel,Simon,"Line Attorney, Appellate Section, Antitrust Division",4,"Carter, Ford"
Nancy,Simpson,Executive Assistant United States Attorney,23,"Clinton, Bush I, Reagan, Carter"
Robert,Sims,"Assistant United States Attorney, District of Maryland",6,"Clinton, Bush I"
Deborah,Sines,"Deputy Chief Homicide Section, USAO DC33",33,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Bruce,Singal,Assistant United States Attorney,8,"Reagan, Carter"
William,Sinnott,"Chief, New England Organized Crime Drug Enforcement Task Force",12,"Bush II, Clinton, Bush I"
Barney,Skolnik,"Chief of the Public Corruption Unit, United States Attorney's Office, Baltimore",14,"Carter, Ford, Nixon, Johnson"
Paul,Sloan,Assistant United States Attorney,5,"Nixon, Johnson"
Jeffrey,Sloman,United States Attorney,20,"Obama, Bush II, Clinton, Bush I"
Jonathan,Smith,"Section Chief, Civil Rights Division",5,Obama
Russell,Smith,Senior Attorney,6,"Bush II, Clinton"
Peter,Smith,"United States Attorney, MDPA (2010-2016).",20,"Obama, Clinton, Reagan, Carter"
M. Neil,Smith,Senior Litigation Counsel,30,"Obama, Bush II, Clinton, Bush I, Reagan"
Mary,Smith,"Counselor, Civil Division",4,"Obama, Clinton"
Johnathan,Smith,"Senior Counsel, Office of the Assistant Attorney General, Civil Rights Division ",2,Obama
Eileen,Sobeck,"Deputy Assistant Attorney General, ENRD",25,"Obama, Bush II, Clinton, Bush I, Reagan"
Peter,Sobol,Assistant United States Attorney,27,"Obama, Bush II, Clinton, Bush I, Reagan"
Betty-Ann,Soiefer Izenman,Assistant United States Attorney for the District of Columbia,8,"Bush I, Reagan"
Amy,Solomon ,Director of Policy,10,"Obama, Clinton"
Steve,Solow,Chief,6,Clinton
Marco,Sonnenschein,Attorney ,5,"Johnson, Kennedy"
Neal,Sonnett ,"Assistant United States Attorney, Chief of Criminal Division, SD FL",4,Nixon
Mary,Spearing ,"Chief, Fraud Section ",17,"Clinton, Bush I, Reagan, Carter"
Dayle,Spencer,Assistant United States Attorney,8,"Reagan, Carter"
David,Spring,Special Assistant United States Attorney,2,Clinton
James,Springer,Senior Counsel for International Tax Matters,30,"Bush II, Clinton, Bush I, Reagan, Carter, Ford"
Charles,Spurlock,Assistant United States Attorney,5,Bush I
John,Stahr,Appellate Attorney,24,"Bush II, Clinton, Bush I, Reagan"
William,Stapleton,Assistant Chief ,37,"Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Judson ,Starr,Chief. Environmental Crimes Section,10,"Clinton, Bush I, Reagan, Carter"
